id,codigo,nombre,nombre_g,reg_sanitario,concentracion,desc_concentracion,presentacion,desc_presentacion,f_farmaceutica,nacionalidad,categoria,proveedor_id,users_id,cajon,estado,created_at,updated_at,proveedor,Actions,user,DT_RowAttr/style
609,O-1-3,EQuiPO DE SUERO S/ALITAS,EQUIPO DE SUERO S/ALITAS NEOVAC,DI-46444/2017,s/concentracion ml,s/concentracion,bolsa x25 sobre,x25,sobre,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-02 16:23:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(609)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""609""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
611,P-5-1,GORROS DESCARTABLES,GORROS DESCARTABLES,DI-51525/2014,s/concentracion ml,s/concentracion,bolsa x100 pza,x100,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-03-21 17:17:59,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(611)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""611""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
612,J1-5-4,LLAVE DE TRES VIAS,LLAVE DE TRES VIAS,S/R/S,s/concentracion ml,s/concentracion,caja x 50 pza,x 50,pza,China,Fraccionados A menor a 500,32,14,,activo,-0001-11-30 00:00:00,2024-08-26 16:13:16,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(612)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""612""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
613,R-3-3,LLAVE DE TRES VIAS CON EXTENSION PIEZA,LLAVE DE TRES VIAS CON EXTENSION PIEZA,DI-70052/2019,s/concentracion ml,s/concentracion,caja x25 comprimido,x25,comprimido,China,Fraccionados A menor a 500,32,48,,activo,-0001-11-30 00:00:00,2025-07-11 16:10:17,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(613)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""613""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
614,U-3-4,MONONYLON N° 2/0 SOBRE,MONONYLON 2/0 SOBRE,DI-39065/2015,2-0 ml,2-0,caja x12 sobre,x12,sobre,China,Fraccionados A menor a 500,32,34,,activo,-0001-11-30 00:00:00,2024-03-05 10:20:18,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(614)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""614""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",RAQUEL RIVERA LUTINO,background-color:#343a40;color:white; text-transform:uppercase
1894,S/C,LLAVE DE TRES VIAS C/EXT DE 10CM,LLAVE DE TRES VIAS C/EXT DE 10CM,DI-70052/2019,1 s/c,1,pieza X 1 comprimido,X 1,comprimido,Alemania,Fraccionados A menor a 500,32,48,CAJA X,activo,2023-09-01 18:58:59,2025-07-11 16:09:33,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1894)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1894""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
615,U-3-5,MONONYLON N° 3/0 SOBRE 2.5 mm.,MONONYLON N° 3/0 SOBRE 2.5 mm.,DI-39065/2015,3-0 ml,3-0,caja x12 sobre,x12,sobre,China,Fraccionados A menor a 500,32,28,0,activo,-0001-11-30 00:00:00,2022-12-13 14:30:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(615)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""615""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1895,S/C,LLAVE DE TRES VIAS C/EXT DE 50CM,LLAVE DE TRES VIAS C/EXT DE 50CM,DI-70052/2019,1 s/c,1,pieza X 1 comprimido,X 1,comprimido,Alemania,Fraccionados A menor a 500,32,48,CAJA X,activo,2023-09-01 19:01:20,2025-07-11 16:10:45,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1895)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1895""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
616,U-3-6,MONONYLON N° 4/0 SOBRE 2.5 mm.,MONONYLON N° 4/0 SOBRE 2.5 mm.,DI-39065/2015,4-0 ml,4-0,caja x12 sobre,x12,sobre,China,Fraccionados A menor a 500,32,28,0,activo,-0001-11-30 00:00:00,2022-12-13 14:32:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(616)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""616""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
617,U-3-7,MONONYLON N° 5/0 SOBRE 2.5 mm.,MONONYLON N° 5/0 SOBRE 2.5 mm.,DI-39065/2015,5-0 ml,5-0,caja x12 sobre,x12,sobre,China,Fraccionados A menor a 500,32,28,0,activo,-0001-11-30 00:00:00,2022-12-13 14:33:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(617)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""617""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
618,S-2-11,TAPON HEPARIMIZADO,TAPON HEPARIMIZADO,DI-59964/2016,s/concentracion ml,s/concentracion,caja x100 comprimido,x100,comprimido,China,Fraccionados A menor a 500,32,14,,activo,-0001-11-30 00:00:00,2025-05-21 17:06:59,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(618)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""618""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
619,M-2-9,COLECTOR DE ORINA 2 LTS,COLECTOR DE ORINA 2 LTS,S/R/S,2 ml,2,bolsa x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-01-20 13:49:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(619)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""619""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
620,S-2-1,SONDA FOLEY N° 16,SONDA FOLEY N° 16,DI-51531/2014,16 ml,16,caja x10 sobre,x10,sobre,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-02 16:49:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(620)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""620""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
621,S-2-3,SONDA NASOGASTRICA N° 4 PIEZA,SONDA NASOGASTRICA N° 4 PIEZA,DI-52871/2014,4 ml,4,caja x100 sobre,x100,sobre,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-02 16:19:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(621)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""621""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
622,INHABILI,SONDA NASOGASTRICA No 5 SOBRE,SONDA NASOGASTRICA No 5 SOBRE,DI-52871/2014,5 ml,5,caja x100 sobre,x100,sobre,China,Fraccionados A menor a 500,32,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:05:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(622)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""622""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
623,S-2-4,SONDA NASOGASTRICA N° 6,SONDA NASOGASTRICA N° 6,DI-52871/2014,6 ml,6,caja x100 sobre,x100,sobre,China,Fraccionados A menor a 500,32,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:05:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(623)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""623""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
624,S-2-5,SONDA NASOGASTRICA N° 8 SOBRE,SONDA NASOGASTRICA N° 8 SOBRE,DI-52781/2014,8 ml,8,caja x50 sobre,x50,sobre,China,Fraccionados A menor a 500,32,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:05:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(624)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""624""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
625,S-2-6,SONDA NASOGASTRICA N° 10 SOBRE,SONDA NASOGASTRICA N° 10 SOBRE,DI-52871/2014,10 ml,10,caja x50 sobre,x50,sobre,China,Fraccionados A menor a 500,32,28,,activo,-0001-11-30 00:00:00,2022-12-29 13:04:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(625)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""625""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
626,S-2-7,SONDA NASOGASTRICA N° 12 SOBRE,SONDA NASOGASTRICA N° 12 SOBRE,DI-52871/2014,12 ml,12,caja x50 sobre,x50,sobre,China,Fraccionados A menor a 500,32,28,,activo,-0001-11-30 00:00:00,2022-12-29 14:32:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(626)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""626""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
627,S-2-8,SONDA NASOGASTRICA N° 14 SOBRE,SONDA NASOGASTRICA N° 14 SOBRE,DI-52871/2014,14 ml,14,caja x50 sobre,x50,sobre,China,Fraccionados A menor a 500,32,28,0,activo,-0001-11-30 00:00:00,2022-12-12 19:45:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(627)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""627""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
628,S-2-9,SONDA NASOGASTRICA N° 16 SOBRE,SONDA NASOGASTRICA N° 16 SOBRE,DI-52871/2014,16 ml,16,caja x50 sobre,x50,sobre,China,Fraccionados A menor a 500,32,9,,activo,-0001-11-30 00:00:00,2025-02-05 12:25:40,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(628)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""628""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BERTHA SANCHEZ IPORRE,background-color:#343a40;color:white; text-transform:uppercase
1396,Ñ-2-4,CLAMP UMBILICAL,CLAMP UMBILICAL,S/ R,1 gr,1,caja x100 ,x100,,China,Fraccionados A menor a 500,32,28,0,activo,2021-10-25 14:25:00,2022-12-12 14:02:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1396)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1396""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
629,W-3-1,TUBO ENDOTRAQUEAL N° 2,TUBO ENDOTRAQUEAL N° 2,DI-48822/2013,2 ml,2,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:34:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(629)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""629""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
630,W-3-2,TUBO ENDOTRAQUEAL N° 2.5,TUBO ENDOTRAQUEAL N° 2.5,DI-48822/2013,"2,5 ml","2,5",caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:34:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(630)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""630""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
631,W-3-3,TUBO ENDOTRAQUEAL CON BALON N° 3,TUBO ENDOTRAQUEAL N° 3 C/ BALON,DI-48822/2013,3 ml,3,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:34:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(631)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""631""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
632,W-3-4,TUBO ENDOTRAQUEAL N° 3.5 C/ BALÓN,TUBO ENDOTRAQUEAL N° 3.5 C/ BALÓN,DI43394/2016,"3,5 ml","3,5",caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:34:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(632)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""632""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
633,W-3-6,TUBO ENDOTRAQUEAL N° 4.5,TUBO ENDOTRAQUEAL N° 4.5,DI-48822/2013,"4,5 ml","4,5",caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,14,,activo,-0001-11-30 00:00:00,2024-05-07 17:50:53,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(633)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""633""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
634,W-3-7,TUBO ENDOTRAQUEAL N° 5 S/ BALÓN,TUBO ENDOTRAQUEAL N° 5 S/ BALÓN,DI-43394/2011,5 ml,5,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:34:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(634)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""634""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
890,Q-4-3,HOJA DE BISTURI N° 15 PIEZA,HOJA DE BISTURI N° 15 PIEZA,S/ R,CAJA X 100 gr,CAJA X 100,caja X100 comprimido,X100,comprimido,China,Fraccionados A menor a 500,32,28,,activo,2020-03-06 20:49:00,2022-12-29 13:22:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(890)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""890""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
635,W-3-8,TUBO ENDOTRAQUEAL N° 5.5,TUBO ENDOTRAQUEAL N° 5.5,DI-43394/2011,"5,5 ml","5,5",caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:33:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(635)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""635""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
636,W-2-6,TUBO ENDOTRAQUEAL N°.6,TUBO ENDOTRAQUEAL N° 6,DI-48822/2013,6 ml,6,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:34:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(636)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""636""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
637,W-2-7,TUBO ENDOTRAQUEAL N° 6.5,TUBO ENDOTRAQUEAL N° 6.5 c/ balon,DI-48822/2013,"6,5 ml","6,5",caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:35:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(637)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""637""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
638,W-2-8,TUBO ENDOTRAQUEAL N° 7,TUBO ENDOTRAQUEAL N° 7,DI-48822/13,7 ml,7,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:35:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(638)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""638""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
639,W-2-9,TUBO ENDOTRAQUEAL N° 7.5,TUBO ENDOTRAQUEAL N° 7.5,DI-48822/2013,"7,5 ml","7,5",caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-02 18:33:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(639)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""639""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
640,W-2-10,TUBO ENDOTRAQUEAL N° 8,TUBO ENDOTRAQUEAL N° 8,DI-48822/2013,8 ml,8,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:35:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(640)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""640""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
641,INHABILI,TUBO ENDOTRAQUEAL N° 9,TUBO ENDOTRAQUEAL N° 9,DI-48822/2013,9 ml,9,caja x10 pza,x10,pza,China,Fraccionados A menor a 500,32,12,,activo,-0001-11-30 00:00:00,2023-02-03 19:35:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(641)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""641""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ELIANA ROSARIO QUINTANILLA TABOADA,background-color:#343a40;color:white; text-transform:uppercase
902,R-3-6,OVEROLES,OVEROLES,S/R/S,X 1 gr,X 1,bolsa X 1 ,X 1,,China,Fraccionados A menor a 500,32,28,0,activo,2020-03-17 17:20:00,2022-12-12 16:46:00,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(902)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""902""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",BRIAN CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
1176,P-5-5,GUANTES DESCARTABLES TALLA L,GUANTES DESCARTABLES TALLA L C/50 PAR,DI-72515/2020, talla L,,caja X 50 par,X 50,par,China,Fraccionados A menor a 500,32,48,PACA X 10,activo,2020-12-04 19:18:00,2025-07-11 16:08:14,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(1176)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""1176""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",CALEB MAMANI,background-color:#343a40;color:white; text-transform:uppercase
932,P-5-4,GUANTES DESCARTABLES TALLA M,GUANTES DESCARTABLES TALLA M C/50 PAR,DI-72515/2020, talla M,,caja x 50 par,x 50,par,China,Fraccionados A menor a 500,32,14,PACA X 10,activo,2020-04-09 15:03:00,2025-03-05 12:11:44,HOSPIMED S.R.L,"<a href=""javascript:void(0)"" data-bs-toggle=""modal"" onclick=""editarProducto(932)"" class="" btn btn-primary btn-sm"" title=""Editar""><i class=""fas fa-pen text-white""></i></a>&nbsp;&nbsp;<button type=""button"" name=""delete"" id=""932""  class=""delete btn btn-danger btn-sm""><i class=""fas fa-trash""></i></button>",ALVARO CABERO ALVAREZ,background-color:#343a40;color:white; text-transform:uppercase
